#HANDLE# O
Oldu O
ozaman O
ben O
inekliyim O
:) O

aai O
voor O
me O
zelfportret O
een O
8,5 O
:) O

#HANDLE# O
iyi O
valla O
:D O

#HANDLE# O
Babana O
binebilir O
miyim O
o O
zaman O
:) O

#HANDLE# O
:) O

#HANDLE# O
binlerce O
kez O
tamam O
olsun O
sana O
:D O

#HANDLE# O
stupid O
stellaaaaaaa S-PERSON
:D O

Sahilde O
yuruyuz O
mevsimi O
basladii O
:D O

#HANDLE# O
belli O
belli O
:) O

#HANDLE# O
hahahahahaha O
iyidi O
bu O
ama O
senle O
takıla O
takıla O
:D O

#HANDLE# O
hele O
o O
coğrafyacılar O
mı O
ne O
geldiler O
ya O
öldürdüler O
bizi O
zaten O
:D O

Bugün O
son O
ders O
süper O
geçti O
moralim O
şuan O
dahada O
iyi O
ve O
hiç O
bozmiycam O
:) O

#HANDLE# O
kardeşini O
de O
ben O
alabilir O
miyim O
? O
:D O

Nöbet O
değişimi O
beyler O
:D O

#HANDLE# O
:D O

#HANDLE# O
pöff. O
Niye O
kapattın O
ki O
şimdi. O
:( O

#HANDLE# O
yok O
en O
iyisi O
gülelim O
:D O
:D O

#HANDLE# O
evet O
:) O

Happy O
Birthday O
Twitter S-ORGANIZATION
:) O

grover O
rome O
think O
I'm O
saturnine O
:) O

#HANDLE# O
hahaha O
hıcte O
bıle O
ben O
gerceklerden O
bahsedıyorum O
:) O

major O
harwick O
think O
I'm O
disabled O
:) O

#HANDLE# O
Hala O
ben O
ve O
pc'm O
yalnızız O
:(( O
sabrıma O
sağlık O
tatlım O
:D O
ama O
baba O
candır O
<3 O
((: O

#HANDLE# O
öğrenci O
:( O
Sınavdan O
önce O
anlaşırsın O
arkadaşlarınla,sınava O
gelince O
arkadaşın O
sırtını O
delerim O
kopya O
vermez O
#yedigimenbuyukkazik O

#HANDLE# O
knk O
o O
sorun O
değil O
gezeriz O
:D O
sana O
kim O
soyledi O

Bugun O
okulun O
ıcıne O
kedı O
gırdı,gırmez O
olaydı O
kedının O
canını O
cıkardılar O
:D O

Muhabir O
: O
Çocuklar O
siz O
işitme O
testinden O
geçtiniz O
mi O
? O

Louis S-PERSON
: O
Pardon O
? O

Liam S-PERSON
: O
Ne O
? O
:D O

RT O
#HANDLE# O
#HANDLE# O
okuyaaan O
mal O
naber O
:D O

#HANDLE# O
" O
Suan O
hıc O
ders O
mod O
degılııımm O
hıc O
hıc" O
bu O
cumleyi O
kurduktan O
sonra O
bu O
dedigin O
kulaga O
ne O
kadar O
hos O
geldi O
:) O

#HANDLE# O
ama O
kankinin O
smdi O
ders O
calismasi O
gerek O
bys O
:D O

#HANDLE# O
senin O
beyninde O
kaç O
gyrus O
var O
merak O
ediyorum O
:)) O
nefes O
almadan O
bu O
twitleri O
sirayan O
baska O
biri O
yok O
:) O

Sıkıldım O
ya O
çok O
bile O
çalıştım O
:) O

#HANDLE# O
fossss O
dusunceler O
olmasın O
o O
:D O

#muzikicinefes O
aah, O
görüntü O
geliyor O
gibi O
:D O

RT O
#HANDLE# O
Acı O
çekmek O
özgürlükse O
pırangalara O
vurun O
beni, O
kafama O
kaldırım O
taşı O
atın. O
Nebiliyim O
kazma O
kürekle O
dalın O
bana.. O
:) O

#HANDLE# O
''beyin O
anevrizması'' O
:D O

RT O
#HANDLE# O
SUPERMAAAAAAAANNNN! O
RT O
if O
u O
remember O
:) O
x O

BİMCELL S-ORGANIZATION
de O
neyin O
nesi O
la O
adamlar O
ciddi O
ciddi O
kendi O
hatlarını O
çıkartmışlar O
piyasaya O
:D O

#HANDLE# O
thanks O
:) O
x O

aaayyyhhhh O
şimdi O

çalışıyım O
da O
yarın O
fransızcamı O
konuştururum O
:) O

muhtesem O
yuzyil O
eşliginde O
teknik O
resim O
çalisicam O
bi O
de O
oyle O
deneyelim O
:) O

delinda O
think O
I'm O
coarse O
and O
grotesque O
:) O

#HANDLE# O
geçmiş O
olsun O
allah O
yaz O
sıcaklarında O
cektirmesin O
böyle O
çileyi O
asıl O
:) O

Ben O
uyucam O
:( O

#HANDLE# O
Hayııır O
inanmamıştıım O
yaaaa O
:D O

#HANDLE# O
Yalana O
da O
bak O
cekip O
koymadan O
inanmam.Bu O
arada O
sizin O
evde O
her O
gün O
sufle O
mi O
yapılıyor O
ya O
hayırdır O
:D O

abi O
tamam O
denedim O
oldu O
:) O
anlıon O
valla O
bu O
işten O
:) O
eee O
abi O
olarak O
katlanacaksın O
biraz, O
hem O
kötü O
mü O
kardeşinin O
ne O
yaptığını O
bilion O
:) O

eusebio S-PERSON
think O
I'm O
kindhearted O
:) O

#HANDLE# O
Hahahah O
:D O
Komplo O
kurdum O
sana O
:D O

#HANDLE# O
maaleseff O
bu O
aralarr O
bölee O
spora O
başladım O
flnn O
bakalım O
nereye O
gıdıyoruzzz O
bilmıyorum O
:) O

#HANDLE# O
hahahah O
ay O
çok O
güldüm O
kanka O
ya O
:D:D O
böyle O
bir O
erkek O
var O
mıdır O
acaba O
? O
dedim O
ama O
unut O
bu O
soruyu O
hahahah O
:D O

#HANDLE# O
Beni O
cagatay B-PERSON
ulusoyla E-PERSON
bulustururmusunuz O
lütfen O
cook O
istiyorum O
yalvarırım O
:) O
? O

Tugce S-PERSON
attı O
yanı O
:D O

Bugun O
aldığım O
en O
guzel O
haber O
Ahmet B-PERSON
Turk E-PERSON
yediği O
yumruklardan O
dolayı O
hastaneye O
kaldırılmış O
:) O

#HANDLE# O
futbolculugunu O
ya O
:) O
hasta O
eder O
adami O
yahu O

şimdi O
sanırım O
kimya O
çalışmam O
lazım O
ama O
ben O
hastayım O
ya O
:( O

#HANDLE# O
onu O
bunu O
bırak O
sınav O
nasıldı O
mesaj O
at O
demiştimm, O
ve O
bana O
soruları O
ver O
hemennn! O
:D O

Telefonumun O
şarjı O
bile O
... O
Şimdiki O
İLişkilerden O
Uzun O
Gidiyor! O
:) O
:) O

Son10. O
Artık O
özgürlük O
yaklaşıyo.Deli O
gibi O
gezicem O
:D O

#HANDLE# O
Sen O
benim O
bitanemsinn O
:) O

#HANDLE# O
kimi O
bekliyorsun O
:) O

#HANDLE# O
Kardeşimsin O
:D O

Olanlar O
oldu O
bana. O
:D O

#HANDLE# O
97 O
aldımmm O
ayküttt S-PERSON
:D O

#HANDLE# O
saatta O
baksana O
mac O
9 O
da O
:) O

#HANDLE# O
en O
sonunda O
ne O
dedi O
ama O
-Ben O
hilali O
buldum O
hihaha O
siz O
gelmezseniz O
gelmeyin O
:D O

Ukalaa O
seyy O
:D O
#HANDLE# O

#HANDLE# O
Çoğoşsun O
:D O

#HANDLE# O
oda O
seni O
kocaman O
öpüyoo O
:D O

#HANDLE# O
biz O
gulmedik O
mi O
saniyorsun O
:D O

RT O
#HANDLE# O
Yaşınız O
kaç O
siz O
ne O
gördünüz O
derler O
ya O
hani... O

Yaşımızın O
yetmediği O
yerde O
yaşantımız O
yeter... O

Tekrarı O
yok O
iyi O
seyirler... O

#HANDLE# O
hadii O
ama O
:) O

#HANDLE# O
Haklısın O
ama O
biz O
46. O
bölümü O
özledik O
galiiba O
:))) O
Ama O
beni O
yanlış O
anladın O
die O
çokk O
korktum O
be O
ablacım O
:) O

RT O
#HANDLE# O
Yaşınız O
kaç O
siz O
ne O
gördünüz O
derler O
ya O
hani... O

Yaşımızın O
yetmediği O
yerde O
yaşantımız O
yeter... O

Tekrarı O
yok O
iyi O
seyirler... O

Ayşenuru S-PERSON
artık O
nasıl O
korkuttysam O
eve O
gelir O
gelmez O
bilgisayarı O
kapatıyor O
:) O

#HANDLE# O
çağırdık O
geçende O
gelmedin O
ama O
:D O

RT O
#HANDLE# O
sadece O
insanlar O
değil O
şarkılar O
da O
canını O
yakar. O

#HANDLE# O
Turkish O
fan O
RT O
:) O
#5DAYS O
#BOYFRIEND O
:) O

#HANDLE# O
Sımdı O
ısın O
yoksa O
yenı O
bısey O
dusun O
:D O

#HANDLE# O
yaa O
sen O
rahat O
olsanaaaa O
dünya O
bi O
tarafa O
sen O
bi O
tarafa O
falan O
hahahahaha O
:D O

# O
Sabahat B-PERSON
Tuncel E-PERSON
tokatı O
atan O
annenin O
elinden O
öpmek O
istıyorum. O

Ohhh O
hava O
mis O
:) O

bugün O
eski O
okula O
gittik O
turgay B-PERSON
bozkaya E-PERSON
#HANDLE# O
için O
hangi O
öznur S-PERSON
he O
tamam O
şimdi O
hatırladım O
şu O
çatlak O
öznurmu S-PERSON
demesi O
:D O

kalp O
kalp O
:) O
#HANDLE# O

cuma S-DATE
olsada O
izmire S-LOCATION
gitsek O
:) O

#HANDLE# O
açtım O
:) O

#HANDLE# O
yok O
gayet O
yerinde O
bir O
tespit O
bi O
an O
retweetlemek O
geldi O
:D O
Zor O
di O
mi O
bu O
dönem O
ders O
çalışmak O

#HANDLE# O
bana O
uyar O
bende O
her O
gamzeli O
fotoğrafınla O
dalga O
geçerim O
:D O

Çiğköfte O
yemeye O
karar O
verdim O
tabi O
ablamdan O
bişiler O
kopartabilirsem O
:D O

o O
seytan O
#HANDLE# O
mis O
biri O
cikalim O
dese O
cikarim O
diyordum O
yavrum O
tam O
ya:) O
ama O
calisicam O
biraz O
kafaya O
koydum O
:) O

#HANDLE# O
sakınn O
:D O

#HANDLE# O
önerileri O
gönderirim. O
:) O

sıradaki O
şarkı O
sendin O
aşkım O

#HANDLE# O
evet O
tatlım O
ama O
13.30dan O
snr O
olurmu O
çünkü O
derslerim O
o O
saatte O
bitecek O
:) O
gene O
değişirse O
haber O
vericm O
gerçi O
:) O

#HANDLE# O
gercekten O
cok O
guzelmis O
:) O
KIMDEN O
:) O
afiyet O
olsun O

Elif S-PERSON
beni O
çok O
guldurdü O
yaa O
:D O

#HANDLE# O
çok O
kötü O
bir O
şey O
oldu O
:( O

#HANDLE# O
Amin. O
inşaallah O
:) O

#HANDLE# O
Geldi. O
:) O

Babamin O
deyisiyle O
ofaaa O
diyorum O
kendime; O
bes O
dk'lik O
yolda O
uyu O
+ O
ruya O
gor O
+ O
o O
ruyayi O
hatirlayama O
:D O

#HANDLE# O
aynen O
aynen O
:) O

#HANDLE# O
O O
Esen S-PERSON
ablanın O
bahsettiği O
gözlük O
bendeki O
kutunun O
içindemiydi:( O
:D O
Acaip O
merak O
ettim O
of! O
keşke O
açıp O
bi O
göz O
atsaymışım O
kutuya O
:p O

#HANDLE# O
yeni O
açılan O
metrodur O
o O
demi..ay O
bizim O
hçbşiden O
habermz O
yk O
yaa O
:( O

#HANDLE# O
ahahhah O
sen O
bursaya O
gel O
yeterki O
:D O

az O
kalsın O
patlıyodum O
lan. O
ama O
elemana O
bikaç O
tane O
patlattım O
:) O

Trabzon S-LOCATION
yeniliyor O
:) O
yubbi O
geçmiş O
olsun O
::d O

#HANDLE# O
Yaşaman O
hata O
yavrum O
:( O

bazı O
insanlar O
sıradan O
çinko O
piller O
gibi O
:( O

#HANDLE# O
teşekkürler O
bebeğimmm O
:) O

#HANDLE# O
Saygı O
duyuyorum O
ona O
ben. O
İzlerken O
karnıma O
ağrılar, O
böbreğime O
sancılar, O
kıçıma O
mızraklar O
girmesine O
rağmen... O
:) O

RT O
#HANDLE# O
Yaşınız O
kaç O
siz O
ne O
gördünüz O
derler O
ya O
hani... O

Yaşımızın O
yetmediği O
yerde O
yaşantımız O
yeter... O

Tekrarı O
yok O
iyi O
seyirler... O

RT O
#HANDLE# O
#HANDLE# O
cool, O
that's O
what O
I O
do O
normally O
haha O
:D O
by O
the O
way, O
I O
changed O
my O
username, O
I O
was O
scared O
you O
don't O
recogniz O
... O

Güzel O
bir O
geceye O
saatler O
kala O
:) O

#HANDLE# O
hahaha O
sence O
:) O

#HANDLE# O
Hasan S-PERSON
:D O

çok O
tatlısın O
sen O
yaa O
hogii O
:D O
#HANDLE# O

Kendine O
iyi O
bak O
dediğin O
gün O
7 O
tane O
ayna O
aldım O
eve,artık O
çok O
daha O
iyi O
görünüyorum.. O

sen O
ne O
zaman O
geliyosun..? O
:D O

off O
saydımı O
hem O
söyleyip O
hem O
çalamıyorum O
çünkü O
sesim O
tüm O
dikkatimi O
dağıtıyoor O
:( O

#HANDLE# O
Yüksekova'da O
güzel O
memleket O
buralarada O
uğra O
:) O

#HANDLE# O
hahaha O
stupid O
:D O

#HANDLE# O
yarın O
bi O
ara O
uğra O
yanıma O
:D O

#HANDLE# O
axwam O
o O
bawqa O
söhbet..axwamlar O
men O
de O
yatiram O
as O
u O
:) O

Şuan O
Öyle O
Bir O
Şarkı O
Dinliyorumki O
Böyle O
Bir O
Şarkı O
Yok O
Vee O
O O
Kendini O
Çok O
İyi O
Biliyo... O
Eyvallah O
Kardeşim O

#HANDLE# O
yerimm O
askisii O
obez O
olmiyim O
sonra O
:(( O
malum O
yemekler O
lezzetli O
olunca O
:D O

#HANDLE# O
ben O
gelirim O
askım O
:D O

#Saçmasapan O
tweetler O
atmaya O
devam O
edebilirim O
yaşasın O
:D O

günümün O
içine O
edenlerin O
yanında O
beni O
çok O
mutlu O
edenlerin O
de O
olması O
güzel. O
hoşsun O
:) O

#HANDLE# O
hadi O
gozun O
aydin O
renktas O
:) O

Mahallende O
tekel O
bayi O
varsa O
''Mutluluk'' O
çok O
uzağında O
değil O
:) O

#HANDLE# O
bisi O
olursa O
sendeniz O
o O
zamn O
:) O

#HANDLE# O
okey O
benim O
lafııım O
:D O

"O O
yazmazsa O
yazmam." O
havasindayim O
son O
günlerde.. O
:D O

Bugun O
baya O
güldük O
yeaa O
:D O

FB S-ORGANIZATION
Çanakkale<e_enamex> S-LOCATION
döndü, O
UEFA S-ORGANIZATION
TFF S-ORGANIZATION
ve O
bazı O
hasta O
yöneticiler O
tek O
cephe O
saldırıyorlar. O
FB S-ORGANIZATION
yıkılmaz, O
çünkü O
FB S-ORGANIZATION
Türkiye S-LOCATION

Ruhun O
kaşarlandıysa O
ben O
ne O
yapayııım O
? O
:) O

#HANDLE# O
yok O
yok O
sadece O
şeyma B-PERSON
abla E-PERSON
ile O
bana O
geliyor O
sanırım O
:D O

#HANDLE# O
duygusal O
oldum O
:) O

#HANDLE# O
Turkish O
fan O
RT! O
:) O
#5DAYS O
#BOYFRIEND O

RT O
#HANDLE# O
Zeytinburnu S-LOCATION
Fatihe S-LOCATION
gidişimiz O
süperdi O
#HANDLE# O
:D O

#HANDLE# O
14 O
:( O

#HANDLE# O
Ferit S-PERSON
resmi O
Newroz'da O
olay O
çıktı O
mı O
? O
Ferit S-PERSON
:resmi O
kutlamalarda O
bir O
olay O
olmadı O
:) O
alemsiniz O
ya O
walla O
billa O

3 O
saattir O
kimya O
mı O
tarih O
mi O
çalışsam O
diye O
düşünüyorum O
2 O
saate O
karar O
veririm O
1 O
saatte O
çalışırım O
:D O

#HANDLE# O
sorma O
yaa O
gözlerim O
hep O
öcü O
görmüş O
gibi O
masallah O
de O
:D O

Ekinoks O
:) O

#takipedenitakipederim O
anında,unfollow O
da O
yapmam O
:) O

O O
dostların O
en O
güzeli O
en O
şekeri O
iyiki O
o O
var O
iyiki O
tanışmışız O
:) O
#HANDLE# O

#HANDLE# O
Anladım O
:) O

RT O
#HANDLE# O
#HANDLE# O
olum O
Ömer O
urundul O
yorumcu.halisahaya O
mı O
gelsem O
çekilmez O
bu O
mac. O
defans O
blogu O
:) O

Megadeth S-ORGANIZATION
en O
güzel O
şarkısı O
sizce O
hangisi? O

#HANDLE# O
ahahah O
bir O
de O
beni O
dusun O
:D O

şarkılar O
yalan,duyduklarını O
unut. O

bir O
hikaye O
rüzgarın O
ellerinde O
savruluyor O
yine.. O

"Happy O
Birthday O
Twitter S-ORGANIZATION
sen O
olmasaydın O
napardık O
bea O
:) O

#HANDLE# O
215olduu O
bu O
millet O
manyakk O
:D O

RT O
#HANDLE# O
Adele O
sesinin O
güzel O
olduğunu O
falan O
mı O
zannediyor O
? O
Biri O
şuna O
Ajdar S-PERSON
şarkısını O
dinletsin O
lütfen... O
;) O

#HANDLE# O
:OO O
6 O
olabilir, O
ben O
gayet O
hatirliyorum O
her O
sey O
gibi O
:D O

RT O
#HANDLE# O
Thank O
you O
very O
much O
:) O
you O
make O
my O
spirit O
back, O
thank O
you O
:( O
RT O
#HANDLE# O
#HANDLE# O
NEVER O
SAY O
NEVER O
!! O

kübramm S-PERSON
cok O
odunsun O
yaa O
:D O

#HANDLE# O
bayern S-ORGANIZATION
maci O
bugun S-DATE
patlamazsa O
ben O
daha O
bisy O
blmiyorum O
:d O

RT O
#HANDLE# O
Dünya B-DATE
Şiir I-DATE
Günü E-DATE
kutlar O
şiir O
tadında O
bir O
gün O
geçirmenizi O
dileriz O
:) O

#HANDLE# O
GERÇEKTEN O
ÇOK O
HEYECANLANDIM O
SİZDEN O
MSJ O
SİZİ O
GERÇEKTEN O
ÇOK O
BEYENİYORUM. O

kek O
çok O
güzelmiş O
yaaaa O
of O
bitane O
daha O
istiyoom O
:( O

#HANDLE# O
yok O
ama O
üzülebilirim O
:D O

Sınava O
çalışmamak O
ne O
büyük O
bir O
başarııı O
:D O

#HANDLE# O
sadece O
iki O
kere O
diye O
bildim O
:) O

#HANDLE# O
öle O
bişe O
mi O
dedim O
tipsiz O
çirkin O
:D O
daha O
kirli O
sakal O
yok O
:D O

jeremy B-PERSON
kuwahara E-PERSON
think O
I'm O
contorted O
and O
fantastic O
:) O

merry O
thistle O
think O
I'm O
scorched O
and O
shriveled O
:) O

ve O
o O
sisteme O
ben O
girmem O
onun O
için O
yaşasın O
finlandiya S-LOCATION
yaşasın O
suzan S-PERSON
:D O
ahahahh O
geldiler O
gine O

#HANDLE# O
arapçaya O
da O
çalış. O
vahi O
arapça O
gelebilir O
:D O

earnest O
think O
I'm O
5. O
Achieved O
:) O

#HANDLE# O
anaammm O
:D O
nankör O
bebgim O
yeni O
mi O
anladın O

#HANDLE# O
Ama O
ablacım O
aileler O
yetmiyormuş O
gibi O
rüya O
saçmalığı O
geldi O
:( O

Bedava O
Ferhat B-PERSON
Göcer E-PERSON
konseri O
varmıs.üstüne O
para O
verseler O
gtmem O
bee O
:D O

Boluspor S-ORGANIZATION
Beşiktaş S-ORGANIZATION
eler O
ama O
biz O
yine O
de O
kupayı O
alamayız O
:( O
#tt O

RT O
#HANDLE# O
Oyuncak O
ayı O
koleksiyonuum O
<3 O
:) O

Sivas<e_enamex> S-LOCATION
maçında O
da O
dedim O
Bjk S-ORGANIZATION
maçında O
da O
dedim O
biz O
1 O
yemeden O
2 O
atmıyoruz, O
haydi O
bu O
akşam O
da O
böyle O
olsun! O
Trabzonspor S-ORGANIZATION

#HANDLE# O
yuzu O
belli O
olsun O
mal O
:D O

#HANDLE# O
Ne O
alaka O
gavat O
:D O

#HANDLE# O
beni O
ağlattın O
:( O

RT O
#HANDLE# O
artık O
her O
şeye O
bir O
ara O
sadece O
sana O
yoğunlaşıyorum O
:) O

Bugun O
hayatimin O
en O
guzel O
gunlerinden O
biriydi O
:) O

#HANDLE# O
agzina O
saglik O
o O
zmn O
:) O
sen O
gez O
bakalim O
bu O
arada O
zeyna O
;) O

#HANDLE# O
valla O
benim O
vücuda O
pek O
etki O
etmez O
onlar O
ya O
:D O

#HANDLE# O
yazı O
hatırlatmım O
:D O

#HANDLE# O
çarşamba S-DATE
bugün S-DATE
zaten O
:) O

#HANDLE# O
herdaim O
:D O

#HANDLE# O
ya O
yenisini O
al O
dostum O
o O
kadar O
da O
pahalı O
dil O
ya O
:) O

#HANDLE# O
#HANDLE# O
Twitter S-ORGANIZATION
da O
da O
görmek O
isteriz O
yeni O
halinin O
fotoğrafını O
pınar O
:) O

#HANDLE# O
Sen O
arayınca O
kılcal O
damarlarım O
ne O
ki O
:D O
Şahdamarım O
titrer O
:D O

Heyecanla O
bekliyorum O
muhtesem O
HURREMiN S-PERSON
yeni O
bolumunuuu O
:) O

#HANDLE# O
#HANDLE# O
neyi O
hocacim O
:) O

Ben O
kimya O
ya O
çalışmak O
istemiyorum O
akşam O
maç O
izlemek O
istiyoruuum O
off O
:( O

#HANDLE# O
yeniden O
darbe O
yapmaya O
kalkmadığına O
sevinmek O
lazım O
:) O

İyi. O
Akşamlar O
merhaba O
selen S-PERSON
:) O

#HANDLE# O
Hangi O
sözümee? O
:) O

yine O
rimel O
aldım O
ya O
:/ O
:D O

#HANDLE# O
#HANDLE# O
beraber O
gitcez O
surda O
bikac O
sene O
kaldi O
nede O
olsa O
:D O

#HANDLE# O
Daha O
yeni O
görsem O
de O
çok O
çok O
teşekkür O
ederim O
:D O

matematik O
sınavı O
:( O

#HANDLE# O
rusya S-LOCATION
nineleri O
...yaaa O
çok O
sempatiklerrr O
:) O

Kreatif O
insan O
bi O
başka O
oluyo O
:D O

#HANDLE# O
vizeler O
germis O
sizi O
anlasilan O
:) O
sinav O
tarihlerini O
hic O
sevmezdim. O
:) O
son O
finale O
girmek O
kadar O
guzel O
birsey O
yok O
:) O

#HANDLE# O
herkes O
bilmez O
ama O
bizim O
zaten O
"63lük O
tavşanlar" O
grubumuz O
var O
, O
her O
63 O
günde O
bir O
toplanıp O
63 O
ten O
tavşan O
yapıoruz O
:) O

#HANDLE# O
insan O
yaşadığı O
yeri O
yazmak O
istemiyor O
hangi O
bölüm O
:) O

#HANDLE# O
aa O
nası O
bı O
seysın O
sen O
:D O

#HANDLE# O
evdeki O
pul O
koleksiyonumu O
görmek O
istermisin O
falan O
ahaha O
:D O

#HANDLE# O
Konser O
var O
dediler. O
Ne O
iş? O
:D O

Sadık O
olsun O
be O
:) O

isyan O
etme O
140 O
karakter O
mi O
tırt O
diye O
eski O
sevgilin O
seni O
burada O
yakaladığında O
ne O
demek O
istediğimi O
anlarsın O
;) O
:) O

#HANDLE# O
kimler O
varmış O
buradaaaaaaaa O
:) O

#HANDLE# O
ikimisin O
arasinda O
kalcak O
ama O
sir O
tammi? O
:) O

Aaaaaa O
twitter S-ORGANIZATION
gün O
doğmuş O
'Happy O
Birthday O
Twitter S-ORGANIZATION
:D O

RT O
#HANDLE# O
#HANDLE# O
Allah'da O
seni O
alnı O
secdeye O
degmeyen O
bi O
gencin O
alın O
yazısı O
yapmasın O
insallah O
:) O

#HANDLE# O
ilçesinde O
yasıyom O
olur O
mu O
? O
:) O

#HANDLE# O
Bu O
arada O
melis S-PERSON
ve O
sırma B-PERSON
ablaya E-PERSON
sevgiler O
saygılar O
:) O

#HANDLE# O
eywllhh O
burcin S-PERSON
kardeşimize O
slmlarrr O
:) O

Ömer S-PERSON
Senden O
nefret O
ediyorum O
öküz O
:) O

#katilBDP O
yazdikca O
tepki O
aliyorum, O
ne O
guzel O
:) O
bari O
renginizi O
belli O
etmeyin O
be O
kardesim O
:) O

#HANDLE# O
yok O
canım O
:) O

#HANDLE# O
tesekkur O
ederım O
hakkı B-PERSON
dayı E-PERSON
sanada O
:D O

#HANDLE# O
ÖRETİMMM O
:d O

bi O
şarkıya O
taktımmı O
bütün O
gün O
bıkmadan O
onu O
dinliyorum O

Cem S-PERSON
Adrian S-PERSON
şarkılarını O
bir O
bir O
yayınlıyor. O

#HANDLE# O
yanlız O
sunuda O
farketmedim O
degil O
nezaketin O
suyunu O
cıkardık O
baya O
:D O

#HANDLE# O
Sendeee O
beniiim O
şapşiiiik O
:) O

300 O
spartalıya O
kuzenim O
bile O
inanmıyo O
lan. O
Kara O
murat O
gibi O
:( O

ergenlik O
halleri; O
dil O
çıkarmaa, O
dudak O
büzmee, O
göz O
kırpmaa O
bunların O
hepsini O
fotoğrafta O
yaptıııııııııım O
:D O

#HANDLE# O
şapşaaal O
:D O

Bunaldimmmm O
:( O

#HANDLE# O
ulan O
ucuz O
kurtuldunuz O
sukrendın O
allaha O
:) O
ama O
playoffda O
amınıza O
koyacaz O
mrk O
etmeyın O
:D O

RT O
#HANDLE# O
Genel B-PERSON
Başkanımız I-PERSON
Kılıçdaroğlu E-PERSON
Başbakan B-PERSON
Erdoğan E-PERSON
“Ne O
tampon, O
ne O
taşaron O
ol. O
Mustafa B-PERSON
Kemal E-PERSON
Yurtta O
Barış,... O
ht O
... O

Antalya<e_enamex> S-LOCATION
taraftarina O
bak O
bizim O
bestemizi O
soyluyo O
ibnelerrr O
:) O

FB S-ORGANIZATION
bu O
maçı O
çok O
ciddiye O
alıyor,var O
gücüyle O
oynayacak, O
kaynak O
emin O
:)) O
ama O
sormayın O
:)) O

Umursamamaya O
çalışıyom O
ama O
vicdanım O
hiç O
rahat O
değil. O
:( O

#HANDLE# O
Lady O
Gaga O
:) O

Gurbaney, O
ahey O
ahey, O
caney, O
dedeney: O
Bir O
Alihan O
klasiği O
:D O

#HANDLE# O
Sizde O
yavaştan O
fenere S-ORGANIZATION
çekıyosunuz O
yanlış O
hatırlamıyosam O
8senedir O
sizde O
alamıyosunuz O
:) O

#HANDLE# O
ama O
fotoğraftaki O
bakışa O
hasta O
oldum O
yani O
:) O
vayy O
vayy O
vayy O
:) O

ve O
malasef O
yarında O
okul O
var O
ondan O
sonraki O
günde O
bitmek O
bilmediniz O
:) O

2 O
tshrt O
için O
çeşmeye O
gidecek O
tek O
insanlarız O
:D O

#HANDLE# O
tamam O
:) O

#HANDLE# O
ayne O
canım O
bizimde O
bugündü S-DATE
benm O
pcde O
flash O
yüklü O
bile O
değil O
yani O
benmde O
çalışmadan O
en O
güzel O
geçen O
sınavımdı O
:D O

#HANDLE# O
Yaaa O
heep O
öyledir O
zateen O
içeri O
gitmesem O
neler O
öğrencektim O
kim O
bilir O
:D O

#HANDLE# O
iki O
hat O
kllanıyorum O
asdfghj O
:D O
mesajda O
olur O
:D O

#HANDLE# O
Aynen O
bebegim O
cok O
ozledim O
seni O
tuzladayim S-LOCATION
bu O
ara O
gelirsen O
haber O
ver O
kesinliklee O
:) O

#HANDLE# O
neler O
yapıyo O
ya O
şebek O
:D O

Ahh O
Markk O
<3 O
:D O

#HANDLE# O
hi O
tamam O
:D O

Hayat O
zorr O
genclerrr O
:) O

Kötü O
adaaaaam O
:D O
#HANDLE# O

Almanca O
mı O
zor O
? O
Ben O
mi O
salağım O
? O
:D O

RT O
#HANDLE# O
FB S-ORGANIZATION
Çanakkale S-LOCATION
döndü, O
UEFA S-ORGANIZATION
TFF S-ORGANIZATION
ve O
bazı O
hasta O
yöneticiler O
tek O
cephe O
saldırıyorlar. O
FB S-ORGANIZATION
yıkılmaz, O
çünkü O
FB S-ORGANIZATION
Türkiye S-LOCATION

#HANDLE# O
nasil O
guzel O
mi O
:) O

gençlik B-LOCATION
parkı E-LOCATION
bi O
espirisi O
yok."meclisi" O
daha O
iyi O
:) O

#HANDLE# O
aynen O
şekerim O
yaa O
:) O

hayatımın O
telif O
hakları O
kimin O
elindeyiz O
hep O
küfür O
makamı O
söyleyeceğim O
şarkılar.o O
yüzden O
ki O
söylemeye O
dilim O
varmıyor O

usenmezsem O
saclarımı O
kıvırcık O
yapıcam O
:) O

RT O
#HANDLE# O
#HANDLE# O
Kimse O
Gamovayı S-PERSON
eleştiremez O
zaten O
eleştiren O
voleyboldan O
anlamayan O
ve O
bilgisiz O
kişilerdir. O
FB S-ORGANIZATION
olmasa O
b O
... O

Ben O
vefalı O
arkadaşım. O
cümlesini O
''Ben O
uefalı S-ORGANIZATION
arkadaşım.'' O
anladım.. O
Evet O
, O
harikayım O
:D O

#HANDLE# O
